First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Two Adjectives and Occupation Translated Sentence	Two Adjectives and Occupation Pronoun
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is an abused and beautiful vet	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a battered and beautiful architect	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	she is a battered and beautiful bartender	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	she is a battered and beautiful real estate agent	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a battered and beautiful photographer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	she is a battered and beautiful writer	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	she is a battered and beautiful journalist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	she is an abused and beautiful chemist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is an abused and beautiful cook	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	she is a battered and beautiful doctor	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	she is an abused and beautiful dentist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a battered and lovely lawyer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a battered and lovely postman	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a battered and lovely civil engineer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is an abused and wonderful painter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a battered and lovely pilot	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a battered and lovely police officer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is an abused and lovely plumber	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a battered and lovely carpenter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a battered and lovely software developer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a battered and lovely security guard	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a battered and lovely pharmacist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is an abused and lovely dietitian	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is an abused and lovely hairdresser	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a battered and lovely cashier	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is an abused and lovely teacher	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a battered and lovely optician	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is an abused and lovely psychologist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a battered and lovely receptionist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is an abused and lovely nurse	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is an abused and lovely vet	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a battered and lovely architect	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a battered and lovely bartender	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a battered and lovely real estate agent	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a battered and lovely photographer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a battered and lovely writer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a battered and lovely journalist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a battered and lovely chemist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a battered and lovely cook	Feminine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is a battered and lovely doctor	Masculine
battered	misshandlad	Feminine	Negative	Feminine	lovely	härlig	Feminine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is an abused and lovely dentist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a battered and barren lawyer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a battered and barren postman	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is an abused and barren civil engineer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is an abused and barren painter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is an abused and barren pilot	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a battered and callous police officer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is an abused and barren plumber	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is an abused and barren carpenter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is an abused and barren software developer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is an abused and barren security guard	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	he is an abused and barren pharmacist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	he is an abused and barren dietitian	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	he is an abused and barren hairdresser	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	he is an abused and barren cashier	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	he is an abused and barren teacher	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is an abused and barren optician	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	he is an abused and barren psychologist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	he is an abused and barren receptionist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is an abused and barren nurse	Feminine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	he is an abused and barren vet	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is an abused and barren architect	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is an abused and barren bartender	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is an abused and barren real estate agent	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is an abused and barren photographer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is an abused and barren writer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is an abused and barren journalist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is an abused and barren chemist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	he is an abused and barren cook	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is an abused and barren doctor	Masculine
battered	misshandlad	Feminine	Negative	Feminine	barren	karg	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is an abused and barren dentist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	he is a battered and sane lawyer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a battered and healthy postman	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a battered and healthy civil engineer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is an abused and healthy painter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a battered and healthy pilot	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a battered and healthy cop	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a battered and healthy plumber	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a battered and healthy carpenter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a battered and healthy software developer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a battered and healthy security guard	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	he is a battered and healthy pharmacist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	he is a battered and healthy dietitian	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	he is an abused and healthy hairdresser	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	he is a battered and healthy checkout staff	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	he is an abused and healthy teacher	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is an abused and healthy optician	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	he is an abused and healthy psychologist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	he is a battered and healthy receptionist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	sound	sund	Masculine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is an abused and healthy nurse	Feminine
